"taxon","log_ratio_effect","se_mean","p_value","p_adj_BH"
"Clostridium tetani",-1.93907812853102,3.2655684277473,0.612030174089469,1
"Aestuariibaculum lutulentum",-2.79344326203653,4.91676922522314,0.612166309200723,1
"Caminicella sporogenes",-2.58806102686845,4.80226982729648,0.612540277515272,1
"Photobacterium profundum",-2.47044120739113,4.33637616824028,0.612637104862995,1
"Cupriavidus sp. KK10",2.9536550959921,5.46239328963283,0.612832883239787,1
"Amycolatopsis keratiniphila",2.37794121779635,4.3880012401067,0.613271994192058,1
"Burkholderia cenocepacia",-2.41998165271351,4.28223781812818,0.613647982144784,1
"Streptomyces avermitilis",2.37806036295034,4.30974957977342,0.613928628155184,1
"Aeromicrobium chenweiae",-1.60352659966942,2.9718838080143,0.614286985468758,1
"Streptomyces rapamycinicus",2.10994858750764,3.94594242898956,0.61449917347661,1
"Bacillus pumilus",1.87693630120939,3.51275806267799,0.614537208424255,1
"Phocaeicola dorei",1.40595668162775,2.51941143562594,0.614576938119181,1
"Segatella oris",-1.55633819232008,2.80184634896258,0.614685883249811,1
"Trueperella abortisuis",-1.69056841859253,3.0480486117386,0.614729283721809,1
"Chitinophaga oryzae",1.73173532314428,2.88433797564702,0.61483226378585,1
"Sedimenticola thiotaurini",-1.63926488955707,3.01147710040754,0.615091162746025,1
"Sphingobium yanoikuyae",2.57077400915271,4.78979751173647,0.615151994669612,1
"Alteromonas pelagimontana",-2.34670583585676,4.10510123504354,0.615187934656237,1
"Amycolatopsis thermalba",2.05347760956667,3.87283119133632,0.615910441377115,1
"Calothrix sp. PCC 6303",1.97176828350335,3.60035480340913,0.61593209420024,1
"Bacteroides finegoldii",-2.78730090893203,5.10254135472569,0.615936421112919,1
"Streptococcus gordonii",-2.03976365211275,3.48902692804177,0.616198692532978,1
"Cryobacterium sp. 10S3",-1.64806925074248,3.05215860626958,0.616452541008337,1
"Sphingosinicella sp. BN140058",2.00777977351247,3.78222423533314,0.616766145975593,1
"Azoarcus sp. KH32C",-1.72990826851556,3.14196589633868,0.616770704264174,1
"Qipengyuania sediminis",2.34578369700514,4.31084565588563,0.616889954559084,1
"Paenibacillus sp. 19GGS1-52",-2.54851710705851,4.64760516424077,0.616947408315564,1
"Trabulsiella odontotermitis",-2.15871330901716,3.89754175267641,0.617757879629058,1
"Dyadobacter chenhuakuii",-2.50598283494059,4.48121542338251,0.617760625025707,1
"Vibrio zhugei",2.75486859935697,5.25454159997863,0.617823291081771,1
"Bifidobacterium saguini",-2.40399670977447,4.33973311899911,0.617985273270739,1
"Chloroherpeton thalassium",-2.47676008530482,4.39550819468499,0.618060540810018,1
"Wenzhouxiangella marina",-1.97191047557602,3.48003146952301,0.618126137773267,1
"Alcaligenes faecalis",-2.24668171353929,4.08535885384008,0.618177392965901,1
"Lysobacter capsici",-0.862046210635963,1.51662135088093,0.618400499609875,1
"Corynebacterium sphenisci",-2.05383546503442,4.09006141168024,0.618646556879055,1
"Paralysiella testudinis",2.31704380316265,4.35808619346975,0.618863314746243,1
"Bacteroides zoogleoformans",-0.710177050574941,1.24852424436353,0.619054638903378,1
"Synechococcus sp. LTW-R",-2.96033641332719,5.53443211581907,0.619056609069934,1
"Acidibrevibacterium fodinaquatile",2.53995656419993,4.67113637496323,0.619234838542283,1
"Acetivibrio thermocellus",-1.86192226270229,3.16826275134218,0.619390938725735,1
"Corynebacterium diphtheriae",-2.37299371668815,4.48229612695084,0.619705281931671,1
"Sphingobacterium psychroaquaticum",-2.47462494019514,4.43904657830172,0.619752180012311,1
"Enterobacter ludwigii",-2.54487803244919,4.81073908915577,0.619990780974068,1
"Amygdalobacter nucleatus",-2.13569276685989,3.71399274648796,0.620186281251656,1
"Rhodanobacter sp. AS-Z3",-2.87399444182097,5.20455865655659,0.620405427287459,1
"Zobellia galactanivorans",2.29478119198539,4.30078382971303,0.620482296753928,1
"Arachidicoccus sp. B3-10",-2.75064178267267,5.05074095203969,0.620708787223485,1
"Streptomyces sp. FXJ1.172",2.37353558972134,4.55002214199814,0.620779763680362,1
"Collinsella sp. zg1085",-2.22291327091048,3.86509223634307,0.621066610351551,1
"Buchavirus splanchnicus",-3.60258405465812,6.65757951482322,0.621132092330434,1
"Natranaerofaba carboxydovora",-2.71188252073899,5.10977267572594,0.621353470451244,1
"Priestia filamentosa",-2.25541704772544,4.06570947729423,0.621415949711714,1
"Halopseudomonas phragmitis",-2.50101236324877,4.57431800569275,0.622406114906844,1
"Lactococcus cremoris",1.79056409901816,3.07394744263853,0.622610808393309,1
"Nocardia nova",-1.70487634732994,3.14772916773368,0.623712177596355,1
"Mycolicibacterium sp. MU0050",-1.59912379331057,3.10747663313468,0.623834323993103,1
"Pseudomonas resinovorans",-2.5974156997769,4.8511197725904,0.623875176938962,1
"Limosilactobacillus oris",-2.25510357075942,4.33386891468772,0.623957966613974,1
"Paraburkholderia sp. SOS3",-2.40482246300775,4.26626020240339,0.624043226626407,1
"Paenibacillus baekrokdamisoli",-2.19133475307781,4.23781286670627,0.624056789837873,1
"Roseibium alexandrii",-2.86723492817549,5.39818353226159,0.624141699096415,1
"Bacteroides fragilis",1.73097645970233,3.22102557320821,0.624418926361014,1
"Synechococcus sp. HK01-R",2.44951065560907,4.59571461846798,0.624819746394982,1
"Candidatus Nitrososphaera evergladensis",2.90611204238599,5.57812411325887,0.62521274977216,1
"Thermoanaerobacterium sp. RBIITD",-2.62514858056007,5.00340425740178,0.625233254225406,1
"Algoriphagus sp. NG3",-2.40779429754163,4.47037098840038,0.625430872611447,1
"Acinetobacter sp. LoGeW2-3",2.82311999912256,5.39176721222235,0.625708068854586,1
"Ferribacterium limneticum",-0.903022950637281,1.64578006579601,0.625916899686144,1
"Salinivirga cyanobacteriivorans",-2.34716889028916,4.63653782806547,0.626061516721764,1
"Terriglobus roseus",-2.5536300764003,4.64331093890857,0.626570497264856,1
"Polynucleobacter necessarius",-1.96537273587163,3.41589865105259,0.62669306168037,1
"Pseudomonas sp. ADAK13",2.52438683898104,4.73668405794684,0.626756113861479,1
"Bradyrhizobium genosp. L",1.99800119528121,3.95720374242882,0.626773701446823,1
"Streptococcus parasuis",-2.51942615855794,4.54947338583415,0.626825562644765,1
"Candidatus Azobacteroides pseudotrichonymphae",-3.01675159661935,5.75892795532205,0.626917170577713,1
"Capnocytophaga stomatis",-3.08196430008044,5.8403350175874,0.627161545585457,1
"Duncaniella dubosii",-1.70490102189602,3.19862388138553,0.627218548173783,1
"Flavobacterium marginilacus",-3.69723625944997,7.00173292359814,0.627347962402958,1
"Treponema medium",-2.51646100429317,4.59283505675318,0.62737784486147,1
"Butyrivibrio proteoclasticus",-0.637194030436835,1.1613158478728,0.628054555298931,1
"Eponavirus epona",-2.25091470710187,4.19429905017965,0.62817253152999,1
"Vibrio cincinnatiensis",-2.19219987072593,4.00070731188877,0.628544950857282,1
"Afonbuvirus coli",4.41725425537284,8.43975678162834,0.62859071991923,1
"Afonbuvirus intestinihominis",4.83488720247367,9.20671124967963,0.628660401953727,1
"Haliovirga abyssi",-2.59115129103088,4.92531187144253,0.628965274298061,1
"Candidatus Liberibacter solanacearum",2.25102698274871,4.31993724595058,0.629110782026008,1
"Ralstonia solanacearum",-1.71457483781633,3.24070594531525,0.629725957598945,1
"Chryseobacterium aureum",-2.19436122777467,4.1441387545211,0.629816454401129,1
"Vitreoscilla filiformis",2.31648885084832,4.50948046794587,0.629934621609057,1
"Tardiphaga sp. 709",-2.21920537411182,4.17156584272294,0.630114362661299,1
"Aquisphaera giovannonii",-0.752618475573671,1.37648127139695,0.630210745063651,1
"Corynebacterium kroppenstedtii",-1.76213212257956,3.36630400810203,0.630464287169436,1
"Erythrobacter sp. HKB08",-1.74025659446952,3.37457605009801,0.630550319781088,1
"Aquifex aeolicus",-2.33041546832062,4.4029166499305,0.630565477124231,1
"Massilia sp. NP310",2.96305640440371,5.58960679988328,0.63075065029415,1
"Cupriavidus sp. P-10",-3.46324031332321,6.67989947050371,0.630805850515091,1
"Paenibacillus sonchi",2.64134460825499,4.91715905868453,0.630897744122192,1
"Saccharomonospora glauca",2.84907885733094,5.51611969425036,0.631226635215233,1
"Bosea sp. NBC_00550",-2.51676824536891,4.85618264934087,0.631522207886751,1
"Devosia sp. SD17-2",1.37170976169599,2.58316188137606,0.631537074581171,1
"Butyrivibrio hungatei",-1.15654208009952,2.1645198897676,0.631770939417684,1
"Pseudocitrobacter corydidari",-1.64360293167789,3.52589806966912,0.631835423186938,1
"Ensifer adhaerens",1.68834924340305,2.9384179877787,0.632239337106312,1
"Bifidobacterium pullorum",1.98371632529721,3.55322829388806,0.632933972654855,1
"Clostridium chauvoei",-2.48782547052135,4.58468905872185,0.633025475016784,1
"Parasedimentitalea psychrophila",-3.30613618855617,6.40515951625924,0.633278076534981,1
"Methanobrevibacter smithii",2.85603581949378,5.523314403919,0.633375913549553,1
"Clostridium sp. M62/1",-0.51501676815747,0.957635127211008,0.633847334652132,1
"Methylobacterium mesophilicum",-1.78502327921827,3.4169477053612,0.633958283658426,1
"Limosilactobacillus reuteri",-2.18236997698885,4.13850895920255,0.634671591320497,1
"Aminithiophilus ramosus",-0.847235893407962,1.58010187463129,0.634723417121855,1
"Nocardioides sp. Kera G14",-1.5661357498996,3.1018322701215,0.635361480985579,1
"Pseudomonas aeruginosa",-1.07702635123046,2.0334750924684,0.635630210629851,1
"Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1",-2.74274580642747,5.286831943529,0.636290428342352,1
"Heyndrickxia coagulans",0.977513804368548,1.84704009743514,0.636542285781324,1
"Alicyclobacillus fastidiosus",-2.02656636632584,3.6645953542012,0.63693618516906,1
"Pontibacter pudoricolor",2.41874037547784,4.82389082410637,0.637174693843388,1
"Afonbuvirus faecalis",4.61574630274376,9.03908877702726,0.637713782412625,1
"Protaetiibacter intestinalis",-2.34378780098065,4.4280317180766,0.637741373727836,1
"Mycolicibacterium aubagnense",-2.9900874957012,5.76456765286427,0.63816719622735,1
"Comamonas sp. Y33R10-2",-2.50229441984359,4.95806716126685,0.638655951073752,1
"Melaminivora suipulveris",-1.93921187305041,3.77777962651812,0.638858455469781,1
"Serratia surfactantfaciens",3.28069416031246,6.32339008715852,0.638952400124598,1
"Nocardioides sambongensis",-2.07091462495054,4.26567953341045,0.639240099662487,1
"Sphingomonas sp. C3-2",-1.91802884812064,3.79367224060143,0.639459772337118,1
"Paraburkholderia sabiae",-2.60364980906043,5.213766895278,0.639588245767357,1
"Chthonomonas calidirosea",-2.27702887993541,4.34514476790304,0.639876338283865,1
"Bacteroides helcogenes",-0.866109205834549,1.64537933886127,0.640023124979698,1
"Dissulfurimicrobium hydrothermale",-2.62594813847685,5.24079531406537,0.640233663596289,1
"Paenibacillus sp. PAMC21692",-2.15558827328664,4.23543995122718,0.640257894709243,1
"Novosphingobium decolorationis",-1.99838629835045,3.90482416210594,0.640524775899378,1
"Cellulomonas sp. JZ18",-2.81665885190826,5.52255829765362,0.640624954068628,1
"Megasphaera hexanoica",1.33611717363274,2.59371892463088,0.640773544154598,1
"Caballeronia sp. M1242",-2.09713179675178,4.19193202683836,0.641408355399655,1
"Xylophilus rhododendri",-2.46100588792975,4.65836256511156,0.64143241845114,1
"Klebsiella oxytoca",1.28825803651124,2.50513196996293,0.64156676714629,1
"Streptomyces sp. Je 1-369",-2.7096522814231,5.42260873102722,0.641767921639687,1
"Anaerocolumna sp. MB42-C2",-0.818360825318376,1.56363720362922,0.641899466251035,1
"Prevotella corporis",-1.07738387785694,2.0792221500928,0.641916804712565,1
"Sphingomonas sp. NIBR02145",-2.64397075281297,5.31281355928646,0.64197592247869,1
"Pseudoxanthomonas sp. X-1",2.33107913394372,4.87058391518512,0.642091234488767,1
"Deinococcus geothermalis",-1.77745930885869,3.57442701250931,0.642569168877378,1
"Paenibacillus sp. DCT19",2.33809773559365,4.83920407957599,0.642710444138505,1
"Parvimonas micra",-0.718353533876594,1.37362308654986,0.64277752808899,1
"Azospira restricta",-0.620767086683686,1.18719262729695,0.64318326686051,1
"Kosakonia sp. MUSA4",-1.61326840272673,3.1744899511181,0.643345781517235,1
"Niallia circulans",-2.35528141804012,4.58121772563971,0.644492890714057,1
"Treponema peruense",1.71397445191403,3.12515256714113,0.645093992915959,1
"Acidithiobacillus caldus",-2.87817083083911,5.76093813585072,0.646241152940309,1
"Dactylosporangium roseum",-2.21270793062713,4.34229941736685,0.646305555222751,1
"Anaeromicropila herbilytica",-0.776841486019297,1.50450600930862,0.646568366973645,1
"Myxococcus hansupus",2.30781527534598,4.4029983147201,0.646692994163829,1
"Streptococcus sp. Marseille-Q6470",-2.29942502399442,4.39894478198721,0.646707440995816,1
"Streptomyces hygroscopicus",-1.95823603816535,3.82790511061092,0.646725187691022,1
"Bacillus gobiensis",-2.80364258476778,5.61399199896414,0.64675321409802,1
"Desulfuromonas sp. AOP6",-1.79674189134158,3.57769249754205,0.646767013622599,1
"Pontibacter actiniarum",1.72104348272702,3.14841253243865,0.646984927453487,1
"Cellvibrio sp. PSBB006",-2.33918364561982,4.57925683321201,0.647051808137203,1
"Aristaeella lactis",-0.466949267848062,0.927608824933052,0.64706944445248,1
"Prescottella equi",-2.0763780435454,3.93590275853996,0.647664856726486,1
"Acidovorax sp. RAC01",-2.42951711294902,5.10125248659487,0.648178469357643,1
"Celeribacter indicus",-1.83868631425451,3.77998631304028,0.648406255394237,1
"Treponema phagedenis",-1.64255172422943,3.64186239711677,0.648524797876782,1
"Azospira inquinata",-1.82108976379483,3.33325706618701,0.648801086243524,1
"Allomuricauda sp.",-2.50236416046624,4.87563702731105,0.648962171838226,1
"Parasphingorhabdus cellanae",-2.28142998254083,4.37855881812056,0.64923421975173,1
"Caulobacter sp. NIBR2454",2.5957741866722,5.30611723883078,0.649693604296503,1
"Paenibacillus swuensis",-2.26812149338479,4.79089531342337,0.649884157423016,1
"Aeromonas allosaccharophila",2.25160891945297,4.60412214392576,0.649984822732924,1
"Nitrosomonas ureae",1.81090095762811,3.83196924218618,0.650162774040514,1
"Mycobacterium sp. ITM-2016-00317",-2.33764899413197,4.8714327747473,0.650570361918082,1
"Raoultella planticola",-2.40132444284958,4.727549813241,0.650773380721538,1
"Phascolarctobacterium succinatutens",-3.23585271637879,6.60137065445157,0.650812290390762,1
"Ottowia testudinis",-2.66763270116792,5.45778846692165,0.650859601198005,1
"Streptomyces sp. AM8-1-1",3.31818337315233,6.64955172622378,0.651730004546374,1
"Sphingopyxis sp. 113P3",2.73148490590447,5.50422994048921,0.651740072768806,1
"Neorhizobium galegae",-0.75634843569363,1.49714547398392,0.652076222415024,1
"Mogibacterium pumilum",-1.60487809966016,3.6188416553753,0.652138817817144,1
"Mucilaginibacter mallensis",-2.11362092970367,4.22163354138934,0.652170733080905,1
"Spirochaeta africana",1.47938507574234,2.69858981049258,0.652748272308085,1
"Paenibacillus brasilensis",-2.94148513149252,5.96940112143093,0.652893010340563,1
"Olsenella timonensis",1.23116949268332,2.4784834412842,0.653006060907863,1
"Prevotella sp. oral taxon 475",-0.908820588635566,1.80699364344156,0.653021084023638,1
"Dechloromonas sp. TW-R-39-2",-1.72413550839472,3.48112548013934,0.653201080570585,1
"Borrelia sp. A-FGy1",-2.58080230682513,5.20011723550492,0.65323417543744,1
"Qipengyuania seohaensis",-1.62124624212163,3.44529599834994,0.653553845882126,1
"Agromyces protaetiae",-1.68538043750219,3.39139789574196,0.653695738891617,1
"Pseudoxanthomonas winnipegensis",1.98500344561366,4.12042968179297,0.653820791055431,1
"Massilia oculi",-1.57806831169941,3.21432386760219,0.653943742870631,1
"Pedobacter sp.",2.69688781369061,5.56855742980529,0.654209951477413,1
"Enterobacter roggenkampii",-2.20047618299702,4.46955107929496,0.654582120910855,1
"Staphylococcus rostri",-2.63728805619385,5.26913667925668,0.655266469196041,1
"Paracoccus pantotrophus",3.2678114556511,6.74114864498206,0.655597409280365,1
"Azospirillum thermophilum",-0.971598764780495,1.95477978643091,0.655606130343409,1
"Granulicatella elegans",-2.62513870641138,5.42031570489532,0.656322062204761,1
"Bordetella sp. H567",-2.56244909984095,5.35852724897306,0.656947118180197,1
"Leuconostoc mesenteroides",3.2278642387393,6.74950875034938,0.657086994254755,1
"Deinococcus ficus",-1.49699370405314,3.45419431737573,0.657182761012718,1
"Caloranaerobacter azorensis",2.70718768213275,5.51902032009982,0.658281083891281,1
"Chitinophaga pinensis",-3.33844172420064,6.94403879358416,0.658432178460894,1
"Citromicrobium sp. JL477",-2.26666895948857,4.64971350638102,0.658726834230586,1
"Brevibacterium luteolum",-1.64401931498044,3.54676841106652,0.659389094020045,1
"Gordonia zhaorongruii",1.85231342330819,4.00803486907055,0.659562966807921,1
"Thiomonas intermedia",-1.52701082061393,3.30478361373343,0.659905920052434,1
"Gimesia aquarii",-3.12388529670509,6.5673900824444,0.660196750418965,1
"Luteipulveratus mongoliensis",-1.38314693005238,3.10134754111487,0.660360191414262,1
"Halorhodospira halophila",-2.37551754982212,4.99915411953474,0.660367748749079,1
"Treponema succinifaciens",1.89365834879748,4.10205783046994,0.660390153871616,1
"Thermocoleostomius sinensis",-2.21359916772756,4.5605522224014,0.660465640816021,1
"Erwinia sp. DE2",2.10418190489161,4.53585302352146,0.660742760970175,1
"Ilyobacter polytropus",-2.91013000030706,6.03360209800879,0.66078325887156,1
"Pedobacter sp. G11",1.87854293950915,3.65409039879747,0.660811472921237,1
"Vibrio sp. SCSIO 43135",-2.16498954382112,4.43319079803441,0.660817070405252,1
"Prevotella jejuni",-1.20903664855005,2.49733387036911,0.660868851253769,1
"Cohnella cholangitidis",1.8565808812861,4.07713287868586,0.661234242902435,1
"Corynebacterium durum",-1.69150358890294,3.66987638873761,0.661530138350488,1
"Hathewaya histolytica",-2.71761851979844,5.75310849432398,0.66228182081468,1
"Lactococcus raffinolactis",-1.8516404339276,4.11159912718059,0.662866665294183,1
"Microbulbifer pacificus",2.32595746035862,4.96010271186232,0.66316953195452,1
"Acidipropionibacterium acidipropionici",-1.81198036910749,3.81592237087805,0.663435968544264,1
"Kaistella jeonii",-2.46375105575575,5.06455136979821,0.663541078933576,1
"Botrimarina mediterranea",1.90453868421085,4.31482511795623,0.663797427742249,1
"Microbacterium caowuchunii",-2.35856074681152,4.95070633270347,0.664116099822757,1
"Fictibacillus sp. KU28468",2.17394998045458,4.8192517597781,0.664177300262794,1
"Buchavirus coli",-2.68862217539478,5.73216770670804,0.664353806928257,1
"Chloracidobacterium validum",-2.132689267025,4.45734941685095,0.664428143199021,1
"Fenollaria massiliensis",-2.81824039757665,6.00144248430435,0.664607970059496,1
"Coprococcus sp. ART55/1",-0.965352873742311,2.0034058253422,0.664706245406822,1
"Nocardiopsis gilva",-1.64105091804873,3.535765608257,0.664740222473541,1
"Polynucleobacter sp. MWH-P3-07-1",-3.197663436206,6.75980533737533,0.664901673355405,1
"uncultured Hydrogenophaga sp.",2.38561530362731,4.85211262386941,0.665037202460153,1
"Aequorivita sp. Ant34-E75",-2.29832463110526,4.79415240968936,0.665223472925254,1
"Bradyrhizobium sp. ORS 285",-2.67830186353249,5.80877948130732,0.665348204607708,1
"Actinomyces oris",-1.12178560048876,2.34738622147775,0.665488986415389,1
"Cohaesibacter marisflavi",-2.17420917831898,4.53083220477198,0.665561440735634,1
"[Clostridium] colinum",-1.62740890208871,3.84457952538364,0.66676219761283,1
"Weissella cibaria",-2.03287904662447,4.32480519640572,0.667012427679913,1
"Clostridium felsineum",-1.71699286604511,3.36004247997227,0.667471598177735,1
"Gordonia polyisoprenivorans",-1.83139925485286,3.96412965136467,0.668106688592944,1
"Microbulbifer sp. YPW1",-2.81728738634696,6.08679271085415,0.668239261078879,1
"Thiomicrorhabdus immobilis",-1.43709913303395,3.13804551126376,0.668345524590543,1
"Mycolicibacterium gilvum",2.08031972346296,4.68560098057867,0.668547656507301,1
"Pedobacter roseus",-2.95802356175725,6.41147425873676,0.668592091704164,1
"Corynebacterium pelargi",-1.63253363753412,3.62739141963521,0.668809581462467,1
"Aurantiacibacter sp. MUD11",-2.38085089985665,4.98103296291344,0.66885021220855,1
"Thermomonospora amylolytica",1.97178865019496,4.37301883723236,0.668877768565287,1
"Bacillus smithii",2.44544782887333,5.24030627298162,0.668953289358076,1
"Sphingomonas ginsengisoli An et al. 2013",-3.24726930765693,7.00578289441623,0.669156984781079,1
"Haematospirillum jordaniae",1.67362630783103,3.73169783159365,0.669158032075212,1
"Pigmentiphaga aceris",-2.33090245858041,5.14877687926296,0.669231537236024,1
"Malaciobacter halophilus",-2.3733416295253,5.33379675009902,0.669483475249772,1
"Bacteroides xylanisolvens",-1.00826435412711,2.13164797311395,0.669530599846755,1
"Deinococcus peraridilitoris",-2.06294608123019,4.40714474557173,0.669585060075807,1
"Sneathia vaginalis",-2.63609554418511,5.79143617640002,0.670261462386787,1
"Phenylobacterium parvum",2.03955160982167,4.52299121279774,0.670591271862973,1
"Pseudomonas canadensis",-2.33825388867481,4.99864780462837,0.670877501133168,1
"Microbacterium sufflavum",-2.22964693693155,4.68654487145965,0.671001477990361,1
"Pseudazoarcus pumilus",-1.9562900152215,4.49171663944855,0.671090976972208,1
"Arachidicoccus terrestris",-2.22982002541534,4.77302175654172,0.67127316173782,1
"Arthrobacter sunyaminii",2.23953083622659,5.21276477359461,0.671385848541404,1
"Sulfitobacter albidus",1.69107263223614,3.98211817428808,0.671386423100158,1
"Flavobacterium ammonificans",3.19473756222371,6.8914696287852,0.671517026859873,1
"Mesorhizobium sp. B2-1-8",-1.70059906916243,3.64834151164435,0.671520639131046,1
"Ectothiorhodospira sp. BSL-9",-1.66885574031888,3.61451290693343,0.671658100021308,1
"Stenotrophomonas sp. 610A2",-1.33719414411819,3.10668465532782,0.671753675535231,1
"Pseudomonas marincola",-2.08843416159205,4.56357586751882,0.672209476149401,1
"Azoarcus sp. DN11",-2.53262834361586,5.71082183077102,0.672228623852012,1
"Actinomyces slackii",-1.71138695008807,3.42595671064849,0.672729318649754,1
"Qipengyuania flava",-2.32608318225088,4.97669500384207,0.672736891107757,1
"Shewanella benthica",-2.07748189008856,4.47649293413962,0.672822807730819,1
"Parazoarcus communis",1.31748014312026,2.53263230083359,0.672977532082628,1
"Aeromonas sp. FDAARGOS 1415",-2.09897318066743,4.51653226061945,0.67381102651949,1
"Beijerinckia indica",2.08443067122503,4.67912693144957,0.674436799357913,1
"Microbacterium foliorum",-1.86576017198148,4.07842934960592,0.674958334204854,1
"Clostridium sp. MD294",-0.353282525854952,0.829897170679598,0.675261591270235,1
"Arthrobacter sp. NicSoilB4",-1.65041395151315,3.98051418747094,0.675351951632004,1
"Buchavirus hiberniae",-2.9640454197223,6.35343901086232,0.675625453962804,1
"Microbacterium oleivorans",2.45426269494414,5.42955783924445,0.675641885576709,1
"Asaia bogorensis",-1.49613340442774,3.35104290115978,0.675866851733018,1
"Corynebacterium tuberculostearicum",-1.90106238880546,3.8736862021336,0.675956432099185,1
"Chryseobacterium glaciei",-2.5041935749485,5.37827767401683,0.67605762381363,1
"Serratia marcescens",-1.19884101761808,2.61725598899543,0.676932602760584,1
"Prevotella communis",-1.22898969463228,2.68857573948522,0.677324698286665,1
"Blastococcus saxobsidens",-1.58580288571775,3.64679019129039,0.677880822661897,1
"Streptomyces sudanensis",-3.06386498996275,6.82519009836208,0.677969709825243,1
"Pantoea soli",1.83162424143573,4.17875092375628,0.678031038709138,1
"Polaromonas vacuolata",-1.49935606578839,3.4526117045874,0.678179995517212,1
"Mycobacterium ulcerans",2.34445142183378,5.44235639012371,0.678419842243403,1
"Terrisporobacter hibernicus",-1.94751052281616,4.63039882143389,0.678537551474073,1
"Nonlabens spongiae",2.34129879526157,5.45756902396911,0.678551609822447,1
"Polaribacter sp. KT 15",-2.17801276895961,4.6993875969177,0.678627174408938,1
"Oceanimonas pelagia",-0.948215242648028,2.07106333679054,0.679111719577423,1
"Prevotella sp. E2-28",-1.12597148221605,2.47676524719242,0.679665260922805,1
"Spirosoma pollinicola",1.40971399625516,2.77721608996184,0.679800147787559,1
"Tolumonas auensis",-2.27316298331597,5.07033168412643,0.679919635723493,1
"Clostridium cochlearium",-2.14229393519925,5.06842092814006,0.679937746584049,1
"Sphingomonas sp. LaA6.9",-1.93617471213839,4.26538669195698,0.679944511826217,1
"Glaciibacter superstes",-1.82405310369857,4.14747183544589,0.679977090412404,1
"Methanomethylophilus alvi",-2.02860596964004,4.81798289380956,0.680460081865814,1
"Haloglomus sp. DT116",2.19275420875826,5.234590438114,0.681031430131161,1
"Aeromonas dhakensis",-1.62542216140509,4.03556753590215,0.681235069730142,1
"Kaistella sp. 97-N-M2",2.34099874791012,5.45679814117099,0.681239061614764,1
"Mucilaginibacter sp. 21P",-2.25136707065944,4.925549030624,0.681333636403058,1
"Kluyvera cryocrescens",-2.78720803246083,6.3567699949392,0.681442333094628,1
"Methylocystis bryophila",1.20513719167424,3.35250708748286,0.681600733132156,1
"Deinococcus wulumuqiensis",2.14188073524809,4.50528376189563,0.68169442599043,1
"Sinimarinibacterium sp. NLF-5-8",2.02038001639384,4.61570965399205,0.681702624588245,1
"Desulfolithobacter dissulfuricans",1.84113422979221,4.40366720090623,0.681723876681124,1
"Pantoea sp. Z09",2.33972898951922,5.26407487027898,0.682299551433453,1
"Amycolatopsis sp. 2-15",-1.60536553609599,3.54419074301707,0.682567111396958,1
"Gordonia rubripertincta",-2.05072596588901,4.32166690893436,0.682751345272724,1
"Variibacter gotjawalensis",1.18232124696541,3.41009588228932,0.685164129222112,1
"Bacteroides sp. HF-162",0.992565881707039,2.21897741295433,0.685418474427276,1
"Calothrix sp. PCC 7507",1.66527145480043,4.20832222510916,0.685781451949925,1
"Ornithinimicrobium sp. INDO-MA30-4",-1.76363703876798,4.00976921059862,0.686120271473309,1
"Dyadobacter sandarakinus",-2.39207229041696,5.21902326625512,0.686151394087108,1
"Roseateles sp. SL47",-1.72806130895182,3.63912606200786,0.686574114635787,1
"Candidatus Protofrankia datiscae",1.91003444537572,4.81465778830819,0.686896821910715,1
"Iodobacter fluviatilis",-1.45407995371982,3.59536261060627,0.687430322487158,1
"Anaerostipes hadrus",-0.507125473340395,1.1641763069828,0.687645328695711,1
"Sphingobacterium thalpophilum",2.33402193714586,5.10986007444735,0.687646134150884,1
"Paenibacillus sp. JDR-2",1.41508934114826,2.88576970954073,0.687707276719952,1
"Micromonospora echinospora",1.6550412674142,4.06769398129244,0.687944892976668,1
"Vibrio mangrovi",-1.80706369596651,4.17623671870235,0.689460337011585,1
"Planctomyces sp. SH-PL62",1.61747110149454,4.2653200028372,0.690054742507578,1
"Dialister massiliensis",-2.46734956015279,5.48227189905905,0.690882680057734,1
"Allosaccharopolyspora coralli",-2.01336654825716,4.90310284629567,0.691079791803074,1
"Parabacteroides faecis",1.42214819099974,3.28284504123104,0.691300385201473,1
"Streptomyces roseirectus",0.986911559204725,2.24908847562526,0.691584105511888,1
"Rhizobium sp. CSC1952",-2.10362031079643,4.86879623574101,0.691674291511701,1
"uncultured Carboxylicivirga sp.",-1.40348119070319,3.2401280751598,0.69201430473769,1
"Terasakiella sp. SH-1",1.92129380249788,4.50378773760272,0.692510401321822,1
"Dabirmavirus hominis",-1.68860782099909,4.57463425350507,0.692695153988405,1
"Pseudocnuella soli",-2.05111310732791,5.09017872414386,0.692737284975014,1
"Marivirga sp. BDSF4-3",-1.94875417825888,4.44792172906027,0.69283597471192,1
"Parasphaerochaeta coccoides",-1.25324065850474,3.37770514227562,0.69332259913824,1
"Paenibacillus sp. MBLB1832",-0.769661358689555,1.77488127324074,0.693419372757908,1
"Pseudomonas yamanorum",1.28066880403129,2.66135234613548,0.693506649456653,1
"Vibrio quintilis",-1.43951863422315,3.51987949275409,0.69362831246567,1
"Hafnia alvei",-2.28124749606683,5.07388595306617,0.693900058374582,1
